MFK3006 Log 1,TIME,m/s,°C
18,01:46:14,0.42,26.28
19,01:46:15,0.47,26.27
20,01:46:16,0.47,26.26
21,01:46:17,0.4,26.27
22,01:46:18,0.4,26.27
23,01:46:19,0.42,26.27
24,01:46:20,0.48,26.26
25,01:46:21,0.37,26.27
26,01:46:22,0.5,26.26
27,01:46:23,0.52,26.26
28,01:46:24,0.37,26.27
29,01:46:25,0.5,26.26
30,01:46:26,0.52,26.27
31,01:46:27,0.49,26.27
32,01:46:28,0.48,26.27
33,01:46:29,0.49,26.28
34,01:46:30,0.48,26.28
35,01:46:31,0.44,26.29
36,01:46:32,0.52,26.29
37,01:46:33,0.41,26.3
38,01:46:34,0.48,26.3
39,01:46:35,0.55,26.3
40,01:46:36,0.49,26.3
41,01:46:37,0.5,26.3
42,01:46:38,0.48,26.3
43,01:46:39,0.37,26.31
44,01:46:40,0.59,26.31
45,01:46:41,0.47,26.31
46,01:46:42,0.53,26.31
47,01:46:43,0.5,26.32
48,01:46:44,0.45,26.32
49,01:46:45,0.51,26.32
50,01:46:46,0.39,26.33
51,01:46:47,0.34,26.34
52,01:46:48,0.38,26.34
53,01:46:49,0.48,26.33
54,01:46:50,0.5,26.33
55,01:46:51,0.48,26.33
56,01:46:52,0.43,26.34
57,01:46:53,0.43,26.34
58,01:46:54,0.47,26.34
59,01:46:55,0.38,26.35
60,01:46:56,0.4,26.35
61,01:46:57,0.49,26.34
62,01:46:58,0.57,26.34
63,01:46:59,0.55,26.34
64,01:47:00,0.49,26.34
65,01:47:01,0.45,26.34
66,01:47:02,0.48,26.35
67,01:47:03,0.49,26.35
68,01:47:04,0.44,26.35
69,01:47:05,0.42,26.36
70,01:47:06,0.49,26.37
71,01:47:07,0.56,26.37
72,01:47:08,0.51,26.37
73,01:47:09,0.43,26.38
74,01:47:10,0.43,26.39
75,01:47:11,0.48,26.39
76,01:47:12,0.46,26.4
77,01:47:13,0.43,26.4
78,01:47:14,0.5,26.41
79,01:47:15,0.49,26.41
80,01:47:16,0.43,26.42
81,01:47:17,0.43,26.43
82,01:47:18,0.51,26.44
83,01:47:19,0.51,26.44
84,01:47:20,0.51,26.45
85,01:47:21,0.44,26.45
86,01:47:22,0.43,26.45
87,01:47:23,0.39,26.45
88,01:47:24,0.47,26.46
89,01:47:25,0.42,26.45
90,01:47:26,0.41,26.46
91,01:47:27,0.42,26.47
92,01:47:28,0.5,26.47
93,01:47:29,0.52,26.47
94,01:47:30,0.49,26.48
95,01:47:31,0.5,26.48
96,01:47:32,0.46,26.48
97,01:47:33,0.42,26.47
98,01:47:34,0.37,26.47
99,01:47:35,0.45,26.47
100,01:47:36,0.52,26.48
101,01:47:37,0.44,26.48
102,01:47:38,0.52,26.49
103,01:47:39,0.45,26.48
104,01:47:40,0.43,26.48
105,01:47:41,0.52,26.49
106,01:47:42,0.45,26.5
107,01:47:43,0.5,26.49
108,01:47:44,0.53,26.49
109,01:47:45,0.53,26.5
110,01:47:46,0.52,26.48
111,01:47:47,0.54,26.48
112,01:47:48,0.51,26.49
113,01:47:49,0.55,26.49
114,01:47:50,0.47,26.5
115,01:47:51,0.42,26.5
116,01:47:52,0.56,26.5
117,01:47:53,0.67,26.51
118,01:47:54,0.62,26.51
119,01:47:55,0.6,26.53
120,01:47:56,0.6,26.53
MFK3006 Log 15,TIME,m/s,°C
1,01:48:01,0.53,26.55
2,01:48:02,0.56,26.54
3,01:48:03,0.51,26.53
4,01:48:04,0.58,26.54
5,01:48:05,0.51,26.55
6,01:48:06,0.55,26.56
7,01:48:07,0.61,26.55
8,01:48:08,0.45,26.55
9,01:48:09,0.54,26.54
10,01:48:10,0.59,26.55
11,01:48:11,0.56,26.56
12,01:48:12,0.46,26.56
13,01:48:13,0.51,26.56
14,01:48:14,0.52,26.55
15,01:48:15,0.58,26.56
16,01:48:16,0.58,26.56
17,01:48:17,0.56,26.56
18,01:48:18,0.57,26.54
19,01:48:19,0.53,26.51
20,01:48:20,0.48,26.5
21,01:48:21,0.62,26.48
22,01:48:22,0.48,26.48
23,01:48:23,0.54,26.46
24,01:48:24,0.49,26.45
25,01:48:25,0.38,26.45
26,01:48:26,0.56,26.44
27,01:48:27,0.56,26.41
28,01:48:28,0.51,26.4
29,01:48:29,0.63,26.39
30,01:48:30,0.61,26.38
31,01:48:31,0.48,26.39
32,01:48:32,0.65,26.37
33,01:48:33,0.59,26.37
34,01:48:34,0.59,26.35
35,01:48:35,0.63,26.33
36,01:48:36,0.65,26.33
37,01:48:37,0.69,26.32
38,01:48:38,0.65,26.33
39,01:48:39,0.62,26.31
40,01:48:40,0.68,26.31
41,01:48:41,0.61,26.32
42,01:48:42,0.52,26.32
43,01:48:43,0.58,26.31
44,01:48:44,0.62,26.3
45,01:48:45,0.7,26.3
46,01:48:46,0.66,26.31
47,01:48:47,0.58,26.31
48,01:48:48,0.53,26.32
49,01:48:49,0.58,26.31
50,01:48:50,0.51,26.33
51,01:48:51,0.47,26.34
52,01:48:52,0.48,26.34
53,01:48:53,0.61,26.33
54,01:48:54,0.34,26.35
55,01:48:55,0.63,26.33
56,01:48:56,0.54,26.33
57,01:48:57,0.48,26.35
58,01:48:58,0.64,26.33
59,01:48:59,0.71,26.32
60,01:49:00,0.63,26.32
61,01:49:01,0.66,26.31
62,01:49:02,0.62,26.31
63,01:49:03,0.63,26.32
64,01:49:04,0.57,26.31
65,01:49:05,0.54,26.31
66,01:49:06,0.63,26.31
67,01:49:07,0.63,26.31
68,01:49:08,0.62,26.31
69,01:49:09,0.52,26.32
70,01:49:10,0.67,26.31
71,01:49:11,0.65,26.3
72,01:49:12,0.64,26.3
73,01:49:13,0.64,26.3
74,01:49:14,0.62,26.3
75,01:49:15,0.6,26.3
76,01:49:16,0.59,26.3
77,01:49:17,0.69,26.29
78,01:49:18,0.67,26.28
79,01:49:19,0.52,26.28
80,01:49:20,0.52,26.3
81,01:49:21,0.49,26.29
82,01:49:22,0.46,26.3
83,01:49:23,0.54,26.29
84,01:49:24,0.68,26.27
85,01:49:25,0.66,26.27
86,01:49:26,0.52,26.27
87,01:49:27,0.49,26.27
88,01:49:28,0.62,26.26
89,01:49:29,0.51,26.27
90,01:49:30,0.6,26.26
91,01:49:31,0.62,26.26
92,01:49:32,0.57,26.25
93,01:49:33,0.56,26.25
94,01:49:34,0.59,26.25
95,01:49:35,0.49,26.26
96,01:49:36,0.52,26.25
97,01:49:37,0.58,26.24
98,01:49:38,0.62,26.24
99,01:49:39,0.48,26.24
100,01:49:40,0.59,26.24
101,01:49:41,0.52,26.23
102,01:49:42,0.61,26.23
103,01:49:43,0.64,26.23
104,01:49:44,0.57,26.23
105,01:49:45,0.5,26.24
106,01:49:46,0.58,26.24
107,01:49:47,0.51,26.24
108,01:49:48,0.48,26.24
109,01:49:49,0.49,26.25
110,01:49:50,0.65,26.25
111,01:49:51,0.66,26.25
112,01:49:52,0.65,26.25
113,01:49:53,0.68,26.26
114,01:49:54,0.58,26.26
115,01:49:55,0.63,26.27
116,01:49:56,0.6,26.28
117,01:49:57,0.52,26.28
118,01:49:58,0.52,26.28
119,01:49:59,0.64,26.27
120,01:50:00,0.45,26.27
MFK3006 Log 16,TIME,m/s,°C
1,01:50:24,0.63,26.3
2,01:50:25,0.52,26.3
3,01:50:26,0.51,26.28
4,01:50:27,0.55,26.29
5,01:50:28,0.47,26.28
6,01:50:29,0.61,26.29
7,01:50:30,0.59,26.3
8,01:50:31,0.7,26.3
9,01:50:32,0.6,26.29
10,01:50:33,0.52,26.29
11,01:50:34,0.63,26.28
12,01:50:35,0.68,26.29
13,01:50:36,0.62,26.28
14,01:50:37,0.67,26.28
15,01:50:38,0.69,26.29
16,01:50:39,0.59,26.29
17,01:50:40,0.66,26.29
18,01:50:41,0.54,26.29
19,01:50:42,0.47,26.29
20,01:50:43,0.65,26.27
21,01:50:44,0.56,26.27
22,01:50:45,0.61,26.27
23,01:50:46,0.61,26.29
24,01:50:47,0.58,26.28
25,01:50:48,0.53,26.28
26,01:50:49,0.57,26.28
27,01:50:50,0.65,26.27
28,01:50:51,0.64,26.27
29,01:50:52,0.6,26.26
30,01:50:53,0.53,26.27
31,01:50:54,0.62,26.27
32,01:50:55,0.68,26.26
33,01:50:56,0.57,26.26
34,01:50:57,0.6,26.26
35,01:50:58,0.51,26.24
36,01:50:59,0.61,26.24
37,01:51:00,0.53,26.23
38,01:51:01,0.44,26.23
39,01:51:02,0.54,26.22
40,01:51:03,0.66,26.21
41,01:51:04,0.69,26.2
42,01:51:05,0.67,26.19
43,01:51:06,0.55,26.19
44,01:51:07,0.65,26.18
45,01:51:08,0.6,26.17
46,01:51:09,0.49,26.16
47,01:51:10,0.61,26.14
48,01:51:11,0.61,26.12
49,01:51:12,0.61,26.11
50,01:51:13,0.62,26.08
51,01:51:14,0.48,26.1
52,01:51:15,0.52,26.09
53,01:51:16,0.5,26.08
54,01:51:17,0.47,26.08
55,01:51:18,0.61,26.06
56,01:51:19,0.6,26.05
57,01:51:20,0.62,26.04
58,01:51:21,0.59,26.05
59,01:51:22,0.59,26.04
60,01:51:23,0.64,26.03
61,01:51:24,0.66,26.03
62,01:51:25,0.65,26.03
63,01:51:26,0.59,26.04
64,01:51:27,0.6,26.04
